42459137,1
2348568166,6
4489003011,83
4489003012,10
42426374,1
3833109164,1
42442764,1
42442766,1
42442770,14
42442755,2
5071822871,4
2631319579,2
1773076509,1
1773076511,8
5829779488,2
1773076513,1
2723627045,13
5829779494,4
4161568807,1
42459180,8
5829779501,1
5482291247,2
5829779506,2
4290879539,14
5829779508,5
5829779512,1
5482291259,1
5482291262,2
5829779520,4
5829779521,4
4207313546,1
5829779527,1
42440052,5
5482291276,1
5482291277,3
5482291278,10
5482291280,3
5482291281,2
5482291282,2
4637270099,4
42442836,5
4637270101,4
42442842,1
5481857115,6
5481857116,4
42442848,2
42442850,1
5482291307,4
1828749426,1
42455059,1
1828749428,6
42426960,2
42442877,1
42442881,2
42442889,1
4779073676,3
5481978562,7
42442895,2
1061531504,13
42442898,1
42448238,4
42453700,2
42452330,1
42442913,1
42427780,1
5829779485,1
3956129968,5
4501160115,2
4501160116,3
4501160118,1
42442935,1
42442937,2
2723627039,6
42442943,1
42442949,1
42442952,3
42442955,2
42442957,7
42442959,3
42442961,2
42442963,2
4546109658,8
4546109662,6
42442983,1
1203806440,1
4216045804,3
42434800,5
42434807,17
4216045816,1
42434810,7
42453717,14
4216045824,3
42440065,3
5482291244,3
4216045836,1
4216045837,3
4216045840,2
3019038994,1
42443027,3
4216045844,6
42443029,1
4216045848,1
4216045849,10
2348688861,199
5356470555,5
4492779804,1
42443037,10
3019039006,19
42440069,2
42443042,2
42443044,9
42443046,7
5163273913,4
1773076778,5
42443052,1
42443054,9
42443056,9
3834459528,3
42443058,1
42438707,1
588455733,2
42443066,2
2539225403,3
42443068,3
1760600381,12
42443072,8
42440075,2
42443061,1
42443078,1
42443081,4
1241323602,4053
4347535692,1
42443085,3
42434894,1
3834459533,6
42443088,9
42434898,4
42434904,2
42434905,3
5376251279,7
42455337,2
42434912,2
5863596386,3
5863596388,1
42434919,2
42434921,3
42443116,6
5863596399,4
4161569138,3
1577501047,2
4215595386,2
561035364,2
42434946,6
5163237441,11
42449644,1
42434959,2
5481877871,7
3630219668,14
42434974,1
5130936740,3
3420766636,13
42443181,6
42435997,2
42434992,5
5804835256,3
42435002,3
42441701,7
3602678205,1
3602678206,1
42445558,2
3248816589,4
5804835278,1
1506599377,3
60925991,1
486867432,1
4443775465,8
3817980397,5
1758380526,10
1758380528,11
5482291283,10
4637270100,2
5482250748,4
5482250749,1
42446933,8
42443268,4
4378236632,2
5481857114,29
486867490,6
5481939495,11
5482291292,10
5481939502,9
5481939504,8
42443313,1
42443320,2
42443326,4
595314101,2
2141026495,2
42443329,2
42443332,5
42446945,5
42425100,1
4301308490,3
486867534,1
42443344,1
42443346,5
3857400404,1
370893397,1
42438160,1
5161246305,7
42443353,2
486867548,4
1989931109,1
4207313504,4
4207313505,1
4207313506,1
42443363,1
4332479076,1
4207313509,2
42443366,1
4207313511,6
4207313512,7
4207313513,2
1728266858,17
4207313515,4
42451564,2
42443373,1
4207313519,2
42443381,3
42443388,3
42435198,6
5463851649,7
5463851650,3
4207313539,3
4301308549,8
4301308550,4
42435207,1
4301308553,3
4301308554,2
4301308555,3
596776386,1
4301308558,2
486867605,2
1775176473,4
2499757469,4
42435230,8
42435231,2
5783028386,6
5783028389,1
1764405361,7
42435240,2
589927879,7
595403438,2
3799564975,31
42423752,1
42435250,1
42435253,1
42438772,5
42435261,1
4556120771,1
42435269,1
5481922072,3
42435272,2
4285055691,4
4285055693,4
42427086,1
60925389,150
42429174,1
42451674,2
42443486,1
42435295,2
42443488,1
42446971,1
42435301,1
42427112,6
42427115,2
42435310,1
42435312,1
42427122,1
5115916414,5
42427126,1
42427128,1
42443513,2
5107733973,2
42435328,2
5115916416,4
42443522,1
42427139,4
42443524,9
42435335,3
42443528,10
42435337,2
42427146,2
42443532,2
5115916418,6
42443534,7
42435343,2
42427152,5
42435346,4
42427156,2
42427159,4
42451736,1
5178688282,2
5178688283,3
42427164,4
42435360,1
4544455459,5
42443556,8
42443077,2
42443559,6
42443561,3
42455175,4
2329912108,2
4888388399,5
5333189424,2
42427185,3
42451766,2
42429236,6
42435387,16
42435388,1
42443582,10
42435392,7
42446987,4
42427873,8
42435400,4
748725065,5
42435403,1
42427216,1
42434895,31
42437433,24
42435420,2
42443613,1
42435422,11
42443615,6
42443618,4
748725096,2
42435435,3
42446994,5
4886250352,2
42440079,5
42435448,2
302097273,1
42435451,6
597894017,1
3841254274,1
42446998,2
4762583943,2
4762583944,2
42443658,5
42443659,9
42435470,8
2351532367,3
3973686163,3
3973686164,1
42435477,4
42443671,7
42445637,5
42443680,10
42435491,2
42435497,2
42435499,1
42435504,1
42427316,3
42435509,5
42435514,9
42447007,13
42435516,5
5476501346,4
42427327,1
42435522,2
42427894,6
42427345,2
42427346,2
5481978547,1
42427352,12
3234087898,4
3316523995,2
3316523996,3
42427358,1
5401494495,1
5401494496,4
3316524008,7
42427369,10
42427371,4
42427374,14
42430263,7
390519635,103
42427381,17
1577321467,2
5882143750,2
3973686283,1
5691974668,2
5691974669,26
3973686291,1
42443799,2
42435610,8
42443804,2
42427423,4
42443810,1
42427427,13
42435624,27
3973686313,1
42443819,3
775996460,1
