"((40.433513700000006, -73.9645393), (40.6866757, -73.9645393))",6.0853417235611955
"((40.742580600000004, -73.99304740000001), (40.7425813, -73.99304740000001))",4.3539664532826565
"((40.798351399999994, -73.960755), (40.7983548, -73.960755))",3.1760166614314076
"((40.6866757, -73.982027), (40.6917447, -73.982027))",6.22504156038752
"((40.877619, -73.9083193), (40.882335600000005, -73.9083193))",7.974404363276804
"((40.8359007, -73.9286864), (40.835902600000004, -73.9286864))",4.801493440573966
"((40.709973600000005, -73.9213222), (40.7099745, -73.9213222))",3.9387449132218215
"((40.877619, -73.9042787), (40.882335600000005, -73.9042787))",7.988596556360971
"((40.6964921, -73.9494309), (40.6965042, -73.9494309))",5.158295669998642
"((40.720905200000004, -73.9910691), (40.7209061, -73.9910691))",5.0401570396827235
"((40.433513700000006, -73.935273), (40.6866757, -73.935273))",5.625251601997153
"((40.756643200000006, -73.9862855), (40.7566449, -73.9862855))",3.7295668884910023
"((40.693573, -73.9559852), (40.694001, -73.9559852))",5.442848875901021
"((40.8512131, -73.93521640000002), (40.8512131, -73.9352143))",5.89745640410418
"((40.8293625, -73.914355), (40.829363799999996, -73.914355))",4.309068486837485
"((40.7278541, -73.982229), (40.7278541, -73.982228))",4.378351156596721
"((40.763424799999996, -73.92842990000001), (40.763424799999996, -73.92842759999999))",0.6709755970287034
"((40.720472799999996, -73.906451), (40.720472799999996, -73.906352))",3.2501567901589152
"((40.819964299999995, -73.90162409999999), (40.819964299999995, -73.8958228))",3.81632560896339
"((40.6866757, -73.989407), (40.6917447, -73.989407))",6.447181035874646
"((40.796071600000005, -73.9670667), (40.7960771, -73.9670667))",3.3282089842762943
"((40.8375766, -73.9385941), (40.8375766, -73.93859379999999))",5.010063492306497
"((40.703368499999996, -73.9846443), (40.7033688, -73.9846443))",5.659768739590305
"((40.8830659, -73.9139819), (40.970498299999996, -73.9139819))",14.047129833739437
"((40.433513700000006, -73.9422518), (40.6866757, -73.9422518))",5.700845320924816
